product_no,product_name,ingredients,category
9335,Babe Soothing Micellar Temizleme Jeli,"""AQUA, DECYL GLUCOSIDE, GLYCERIN, POLOXAMER 184, CAPRYL/CAPRAMIDOPROPYL BETAINE, BETAINE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, PENTYLENE GLYCOL, PARFUM, PEG/PPG-18/18 DIMETHICONE, SODIUM CHLORIDE, CAPRYLYL GLYCOL, DISODIUM EDTA, SODIUM HYDROXIDE, GLYCYRRHIZA GLABRA ROOT EXTRACT, POTASSIUM SORBATE, SODIUM BENZOATE""",Cilt Bakımı
9336,Babe Repair Serum,"Aqua, PROPANEDIOL, SQUALANE, DICAPRYLYL CARBONATE, NIACINAMIDE, INULIN, GLYCERIN, POLYGLYCERYL-6 POLYRICINOLEATE, PENTYLENE GLYCOL, CENTELLA ASIATICA CALLUS CONDITIONED MEDIA, ASCORBYL PALMITATE, CENTELLA ASIATICA EXTRACT, HELIANTHUS ANNUUS SEED OIL, CERAMIDE NP, TOCOPHERYL ACETATE, HUMULUS LUPULUS EXTRACT, SODIUM HYALURONATE, CHOLESTEROL, TOCOPHEROL, POLYACRYLATE CROSSPOLYMER-6, ALPHA-GLUCAN OLIGOSACCHARIDE, HYDROXYACETOPHENONE, CICHORIUM INTYBUS ROOT EXTRACT, COCONUT OIL POLYGLYCERYL-6 ESTERS, LECITHIN, GLYCERYL LAURATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCOLIPIDS, GLUCONOLACTONE, CITRIC ACID, PHYTOSTEROLS, 1, 2-HEXANEDIOL, CAPRYLYL GLYCOL, SODIUM BENZOATE, XANTHAN GUM, POTASSIUM SORBATE, PHYTOSPHINGOSINE, TETRASODIUM GLUTAMATE DIACETATE, BENZOIC ACID, ETHYL FERULATE, DEHYDROACETIC ACID, BENZYL ALCOHOL, PARFUM",Cilt Bakımı
9337,Babe Stop Akn Keratolytic Fluid Jel,"Aqua, GLYCOLIC ACID, SODIUM HYDROXIDE, GLYCERIN, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, ALCOHOL DENAT., IRIS FLORENTINA ROOT EXTRACT, ZINC SULFATE, RETINYL PALMITATE, TOCOPHEROL, MICROCRYSTALLINE CELLULOSE, BISABOLOL, HYDROLYZED JOJOBA ESTERS, PROPANEDIOL, ALCOHOL, PARFUM, CELLULOSE GUM, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, TETRASODIUM GLUTAMATE DIACETATE, T-BUTYL ALCOHOL",Cilt Bakımı
9338,Babe SPF50+ Lip Balm,"POLYISOBUTENE, CAPRYLIC/CAPRIC TRIGLYCERIDE, SILICA DIMETHYL SILYLATE, LAURYL OLEATE, SQUALANE, DIISOPROPYL ADIPATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, OCTYLDODECANOL, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, OCTOCRYLENE, BUTYROSPERMUM PARKII BUTTER, ETHYLHEXYL PALMITATE, DICAPRYLYL CARBONATE, PARFUM, SODIUM HYALURONATE, PHYSALIS ANGULATA EXTRACT, TOCOPHEROL, BISABOLOL, HELIANTHUS ANNUUS SEED OIL, GLYCERYL DIBEHENATE, SYNTHETIC BEESWAX, TRIBEHENIN, GLYCERYL BEHENATE, 1, 2-HEXANEDIOL, CAPRYLYL GLYCOL, STEARALKONIUM HECTORITE, PROPYLENE CARBONATE, BUTYLENE GLYCOL, PENTYLENE GLYCOL",Cilt Bakımı
9339,Babe Stop Akn Exfoliating Cleansing Gel,"Aqua, SODIUM COCOAMPHOACETATE, CELLULOSE ACETATE, LACTOBACILLUS FERMENT, SODIUM LAURETH SULFATE, PEG-200 HYDROGENATED GLYCERYL PALMATE, PEG-120 METHYL GLUCOSE DIOLEATE, SUCCINIC ACID, SALICYLIC ACID, SODIUM HYALURONATE, ZINC PCA, PEG-7 GLYCERYL COCOATE, ALOE BARBADENSIS LEAF JUICE POWDER, PANTHENOL, POTASSIUM AZELOYL DIGLYCINATE, MANNITOL, MICROCRYSTALLINE CELLULOSE, TETRASODIUM GLUTAMATE DIACETATE, CELLULOSE, GLYCERIN, SODIUM CHLORIDE, CELLULOSE GUM, POLYSORBATE 20, ETHYLHEXYLGLYCERIN, CHARCOAL POWDER, PENTYLENE GLYCOL, LACTIC ACID, PANTOLACTONE, SODIUM BENZOATE, 1, 2-HEXANEDIOL, CAPRYLYL GLYCOL, SQUALANE, SODIUM HYDROXIDE, ALGIN, TOCOPHEROL, CITRIC ACID, PHENOXYETHANOL, PARFUM, CI 74260",Cilt Bakımı
9340,Babe Stop Akn Mattifying Fluid,"Aqua, C12-20 ACID PEG-8 ESTER, NIACINAMIDE, GLYCERIN, DIMETHICONE, DIETHYLHEXYL CARBONATE, OLUS OIL, LACTOBACILLUS FERMENT, COCOGLYCERIDES, SILICA, SUCCINIC ACID, POTASSIUM AZELOYL DIGLYCINATE, PANTHENOL, SALICYLIC ACID, ZINC PCA, SODIUM HYALURONATE, LACTIC ACID, SQUALANE, TOCOPHERYL ACETATE, HYDROLYZED JOJOBA ESTERS, TOCOPHEROL, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, DIMETHICONOL, XANTHAN GUM, PARFUM, ETHYLHEXYLGLYCERIN, POLYSORBATE 60, PENTYLENE GLYCOL, SORBITAN ISOSTEARATE, 1, 2-HEXANEDIOL, CAPRYLYL GLYCOL, PANTOLACTONE, PHENOXYETHANOL, SODIUM HYDROXIDE, SODIUM BENZOATE, TETRASODIUM GLUTAMATE DIACETATE",Cilt Bakımı
9341,Babe Stop-Akn Arındırıcı Yüz Temizleme Jeli,"Aqua, SODIUM COCOAMPHOACETATE, SODIUM LAURETH SULFATE, PEG- 200 HYDROGENATED GLYCERYL PALMATE, PEG-120 METHYL GLUCOSE DIOLEATE, IRIS FLORENTINA ROOT EXTRACT, ZINC SULFATE, RETINYL PALMITATE, TOCOPHEROL, PEG-7 GLYCERYL COCOATE, SALICYLIC ACID, PROPANEDIOL, ALCOHOL, PARFUM, POLYSORBA TE 20, ZINC PCA, ETHYLHEXYLGLYCERIN, SODIUM CHLORIDE, CITRIC ACID, PHENOXYETHANOL, TETRASODIUM GLUTAMATE DIACETATE",Cilt Bakımı
9342,Babe Stop Akn Oil Control 60 Pads,"Aqua, ALCOHOL DENAT., METHYLPROPANEDIOL, LACTOBACILLUS FERMENT, NIACINAMIDE, ZINC PCA, POTASSIUM AZELOYL DIGLYCINATE, PANTHENOL, SUCCINIC ACID, SALICYLIC ACID, SODIUM HYALURONATE, LACTIC ACID, PEG-40 HYDROGENATED CASTOR OIL, TRIDECETH-9, PARFUM, PENTYLENE GLYCOL, PROPYLENE GLYCOL, 1, 2-HEXANEDIOL, CAPRYLYL GLYCOL, PANTOLACTONE, SODIUM BENZOATE, TETRASODIUM GLUTAMATE DIACETATE, POTASSIUM SORBATE",Cilt Bakımı
9343,Babe Stop Akn Purifying Cleansing Gel,"Aqua, SODIUM COCOAMPHOACETATE, LACTOBACILLUS FERMENT, SODIUM LAURETH SULFATE, PEG-200 HYDROGENATED GLYCERYL PALMATE, PEG-120 METHYL GLUCOSE DIOLEATE, SUCCINIC ACID, SALICYLIC ACID, SODIUM HYALURONATE, PANTHENOL, ZINC PCA, POTASSIUM AZELOYL DIGLYCINATE, TETRASODIUM GLUTAMATE DIACETATE, PANTOLACTONE, POLYSORBATE 20, PEG-7 GLYCERYL COCOATE, SODIUM CHLORIDE, ETHYLHEXYLGLYCERIN, PENTYLENE GLYCOL, 1, 2-HEXANEDIOL, CAPRYLYL GLYCOL, LACTIC ACID, SODIUM BENZOATE, PHENOXYETHANOL, TOCOPHEROL, SODIUM HYDROXIDE, PARFUM",Cilt Bakımı
9344,Babe Stop Akn Spot Control Gel,"Aqua, ALCOHOL DENAT., POLYSORBATE 20, LACTOBACILLUS FERMENT, NIACINAMIDE, HYDROXYPROPYL GUAR, SALICYLIC ACID, ZINC PCA, SUCCINIC ACID, PANTHENOL, POTASSIUM AZELOYL DIGLYCINATE, SODIUM HYALURONATE, LACTIC ACID, CENTELLA ASIATICA EXTRACT, GLYCERIN, PARFUM, PENTYLENE GLYCOL, BISABOLOL, 1, 2-HEXANEDIOL, CAPRYLYL GLYCOL, PANTOLACTONE, SODIUM BENZOATE, POTASSIUM SORBATE",Cilt Bakımı
9345,Babe Vücut Yıkama Yağı,"GLYCINE SOJA OIL, LAURETH-4, MIPA-LAURETH SULFATE, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, PROPYLENE GLYCOL, PLUKENETIA VOLUBILIS SEED OIL, ZEA MAYS OIL, PARFUM, ROSA MOSCHATA SEED OIL, PEG-8, TOCOPHEROL, HEXYL CINNAMAL, ALPHA-ISOMETHYL IONONE, ASCORBYL PALMITATE, HELIANTHUS ANNUUS SEED OIL, ROSMARINUS OFFICINALIS LEAF EXTRACT, ASCORBIC ACID, CITRIC ACID",Kişisel Bakım
9346,Babe Stop-Akn Tonik Losyon,"Aqua, ALCOHOL DENAT., GLYCERIN, PROPANEDIOL, IRIS FLORENTINA ROOT EXTRACT, ZINC SULFATE, RETINYL PALMITATE, SALICYLIC ACID, BISABOLOL, ALCOHOL, PPG-26-BUTETH-26, PEG/PPG- 18/18 DIMETHICONE, PEG-40 HYDROGENATED CASTOR OIL, PARFUM, ZINC PCA, TETRASODIUM GLUTAMATE DIACETATE, SODIUM HYDROXIDE""",Cilt Bakımı
9347,Babe Super Fluid Sunscreen Mattifying SPF50,"Aqua, DICAPRYLYL CARBONATE, ETHYLHEXYL METHOXYCINNAMATE, PROPANEDIOL, SILICA, NIACINAMIDE, DIBUTYL ADIPATE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL TRIAZONE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, C20-22 ALKYL PHOSPHATE, C20-22 ALCOHOLS, BENZOTRIAZOLYL DODECYL P-CRESOL, CARNOSINE, TOCOPHEROL, PARFUM, CAPRYLYL/CAPRYL GLUCOSIDE, 1, 2-HEXANEDIOL, SODIUM GLUCONATE, XANTHAN GUM, POLYACRYLATE CROSSPOLYMER-6, BHT, SODIUM HYDROXIDE, o-CYMEN-5-OL",Güneş Bakımı
9348,Babyton Organik ve Doğal İçerikli Vücut Koruyucu Sprey,"Aqua, Rosmarinus Officinalis Leaf Oil, Butyrospermum Parkii Butter, Cedrus Atlantica Wood Oil, Cocos Nucifera Oil, Aloe Barbadensis Leaf Extract, Eucalyptus Globulus Oil, Glycerin, Pelargonium Graveolens Oil, Simmondsia Chinensis Seed Oil, Olea Europaea Fruit Oil, Lavandula Angustifolia Oil",Anne Bebek
9349,Bade Natural Anti-Selülit Yağı,"""badem Yağı, Zeytinyağı, Hindistan Cevizi Yağı, Biber Yağı, Kafur, Mentol, Okaliptüs Yağı, Biberiye Yağı, Fesleğen Yağı, Karabiber Yağı, Sedir Yağı, Tarçın Yağı, Misk Adaçayı Yağı, Rezene Yağı, Sardunya Yağı, Selvi Yağı, Zencefil Yağı, Ardıç Yağı, Lavandula Angustifolia (Lavender) Oil, Greyfurt Yağı Ve Limon Otu Yağı. """,Cilt Bakımı
9350,Babyton Hero Stick,"Helia Nthus Annuus Seed Oil, Ceraalba, Buty Rospermum Parkii But Ter, Sempervirens Leaf/Nut/ Stem Oil, Citrus Limon Peel Oil, Lavandula Angusti Folia Oil, Anthemis Nobilis Flower Oil, Achillea Mille Folium Oil, Limonene, Linalool",Cilt Bakımı
9351,Bade Natural Doğal Aydınlatıcı Kil Maskesi,"Bal, Arı Sütü, Kaolin, Argan Yağı, Kuşburnu Çekirdeği Yağı, Zeytinyağı, Portakal Yağı, Lavandula Angustifolia (Lavender) Oil, Misket Limon Yağı.",Cilt Bakımı
9352,Bade Natural Arındırıcı Ametist Roll On Serum,"Citrus Aurantium Amara Flower Water, Lavandula Angustifolia Flower Water, Pelargonium Graveolens Flower Water, Glycerin, Cassia Angustifolia Seed Polysaccharide, Lactobacillus/Radish Root Ferment Filtrate, Calendula Officinalis Flower Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Cucumis Sativus Fruit Extract, Aloe Barbadensis Leaf Juice, Carrageenan, Xanthan Gum.",Cilt Bakımı
9353,Bade Natural Kakao Vücut Kremi,"İçindekiler/Ingredients: Butyrospermum Parkii Butter, Theobroma Cacao Seed Butter, Prunus Amygdalus Dulcis Oil, Cocos Nucifera Oil, Sesamum Indicum Seed Oil, Zea Mays Starch, Tocopherol.",Cilt Bakımı
9354,Bade Natural Nemlendirici Işıltılı Yağ Gold,"Bitkisel Skualan, Mica, Jojoba, Itır Ve Aspir Yağı.",Cilt Bakımı
9355,Bade Natural Lets Glow Nemlendirici Işıltılı Yağ Rose,"Bitkisel Skualan, Mica, Jojoba, Itır Ve Aspir Yağı.",Cilt Bakımı
9356,Bade Natural Kenevir Tohumu Tonik,"Lavanta Suyu, Papatya Suyu, Rosa Damascena Flower Water, Aloe Vera Suyu, Kenevir Tohumu Özü, Cadı Fındığı Suyu, Dul Avrat Otu Özü, Hatmi Kökü Özü, Yulaf Kepeği Özü, Duvar Sarmaşığı Özü Ve Propolis.",Cilt Bakımı
9357,Bade Natural Kuşburnu Günlük Nemlendirici Balm,"Rosa Canina Seed Oil, Butyrospermum Parkii Butter, Cocos Nucifera Oil, Carthamus Tinctorius Seed Oil, Helianthus Annuus Seed Oil, Beeswax, Hippophae Rhamnoides Oil, Daucus Carota Sativa Seed Oil, Rosmarinus Officinalis Leaf Oil, Citrus Aurantium Amara Leaf/Twig Oil, Citrus Paradisi Peel Oil, Boswellia Carterii Oil, Citrus Nobilis Leaf Oil, Tocopherol.",Cilt Bakımı
9358,Bade Natural Ölmez Çiçek Yaşlanma ve Karşıtı Tonik,"Lavanta Suyu, Neroli Suyu, Ölmez Çiçeği Suyu, Rosa Damascena Flower Water, Biyosıvılaştırılmış Buğday Kepeği, Biyosıvılaştırılmış Üzüm Zarı.",Cilt Bakımı
9359,Bade Natural Yaşlanma Karşıtı Serum,"Punica Granatum Seed Oil, Persea Gratissima Oil, Rosa Rubiginosa Seed Oil, Simmondsia Chinensis Seed Oil, Tocopherol, Boswellia Carterii Oil, Lavandula Angustifolia Oil, Pogostemon Cablin Leaf Oil, Rosa Damascena Flower Oil, Foeniculum Vulgare Oil.",Cilt Bakımı
9360,Badger Clear Bebek Güneş Kremi SPF 40,"Çinko Oksit %22.75Organic Sunflower (Ayçiçek) Oil, Organic Beeswax (Balmumu), Organic Orange (Portakal) Oil, Organic Jojoba Oil, Organic Tangerine (Mandalina) Oil, Sunflower Vitamin E (ayçiçeğinden Elde Edilen E Vitamini), Organic Vanilla (Vanilya) Extract & Organic Seabuckthorn Extract.",Anne Bebek
9361,Badger Bebek Balmı,"Essential Oil Of, And CO2 Extract Of",Anne Bebek
9362,Badger Clear Zinc Çocuk Güneş Kremi SPF 40,"Organic Sunflower (Ayçiçek) Oil, Organic Beeswax (Balmumu), Organic Orange (Portakal) Oil, Organic Jojoba Oil, Organic Tangerine (Mandalina) Oil, Sunflower Vitamin E (ayçiçeğinden Elde Edilen E Vitamini), Organic Vanilla (Vanilya) Extract & Organic Seabuckthorn Extract.",Güneş Bakımı
9363,Badger Karın Bölgesi Nemlendirici Yağ,"Sızma Zeytinyağı, Calendula, Jojoba Yağı Ve Papatya Özleri Içerir. Calendula Ve Papatya Sakinleştirici Ve Şifalı Bitkilerdir.",Cilt Bakımı
9364,Badger Clear Zinc Çocuk Güneş Kremi Stick SPF 35,"Çinko Oksit 22.5% Olea Europaea (organik Zeytinyağı) Fruit Oil, Tocopherol (ayçiçeğinden Elde Edilen E Vitamini)",Güneş Bakımı
9365,Badger Tattoo Balm,Tocopherol (E Vitamini),Cilt Bakımı
9366,Badger Organic Night Balm,"Organic Extra Virgin Olive (organik Zeytinyağı) Oil, Organic Beeswax (Balmumu), Organic Castor Oil (hint Yağı), Organic Aloe Vera, Organic Lavender (Lavanta) Oil, Organic Sandalwood (sandal Ağacı) Oil, Organic Tangerine (Mandalina) Oil, Organic Peppermint (Nane) Oil, Organic Chamomile (Papatya) Oil.",Cilt Bakımı
9367,Badger Unscented Balm,Olea Europaea (Olive) Fruit Oil,Cilt Bakımı
9368,Badger Organik Aloe Vera Gel,"Xanthan Gum, Water (and) Gluconic Acid (and) Sodium Benzoate, Glyceryl Caprylate, Citric Acid.",Güneş Bakımı
9369,Badger Tırnak Çevresi Bakım Balsamı,"Karite Tohumu Yağı, Avrupa Natürel Sızma Zeytin Yağı, Hintyağı Otu Tohumu, Beeswax, Sardunya Çiçeği Yağı, Deniz İğdesi Meyvesi Özütü, Limon Otu Yağı, Kakule Meyvesi Yağı. Temel Organik Yağlardan Elde Edilen Sitral, Limon Özü, Sitronelol, Geraniol Ve Linalol Içerir.",Makyaj
9370,Bailleul Dermatoloji Apaisac Mattifying Cream,"AQUA (WATER), BUTYLENE GLYC:: CYCLOPENTASILOXANE, GLYCERIN, BUTYROSPERK PARKII (SHEA) BUTTER, CYCLOHEXASILOXAV TRIBEHENIN PEG-20 ESTERS, CETYL ALCOHOL CETEARYL ALCOHOL, DIMETHICONE, GLYCERY_ CAPRYLATE, GLYCERYL STEARATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ZINC GLUCONATE, PEG-15 STEARATE, SODIUM POLYACRYLATE, XANTHAN GUM, CETETH-20, STEARETH-20, PARFUM (FRAGRANCE), NYLON-12, TETRASODIUM EDTA, SPIRAEA ULMARIA EXTRACT, GLYCYRRHETINIC ACID, POLYSORBATE 60, SORBITAN ISOSTEARATE, POLYSILICONE-11, SODIUM HYALURONATE.",Cilt Bakımı
9371,Bailleul Dermatoloji Apaisac Nourishing Lip Balm,"PARAFFINUM LIQUIDUM (MINERAL OIL), SQUALANE, CERA MICROCRISTALLINA (MICROCRYSTALLINE WAX), PENTAERYTHRFYL DISTEARATE, PARAFFIN, BITYROSPERIUM PARKII (SHEA) BUTTER, HEL1ANTHUS ANNUUS (SUNFLOWER) SEED OIL, DIPALMITOYL HYDROXYPROLINE, PALMITIC ACID, PANTHEOL, TOCOPHERYL ACETATE, TOCOPHEROL, GLYCINE SOJA (SOYBEAN) OIL, CITRIC ACID.",Cilt Bakımı
9372,Bailleul Dermatoloji Apaisac Intensive Moisturising Cream,"Aqua, GLYCERIN, PROPANEDIOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, DICAPRYLYL ETHER, XYLITYLGLUCOSIDE, SODIUM POLYACRYLATE, ARACHIDYL ALCOHOL, BUTYROSPERMUM PARKII BUTTER, MYRISTYL MYRISTATE, OXIDIZED CORN OIL, ANHYDROXYLITOL, BEHENYL ALCOHOL, XYLITOL, PERSEA GRATISSIMA OIL, ARACHIDYL GLUCOSIDE, ORYZA SATIVA HULL POWDER, PARFUM, CHLORPHENESIN, DISODIUM EDTA, PHYTOSTEROLS, MALTITOL, OCYMEN- 5-OL, GLUCOSE, OLEA EUROPAEA FRUIT OIL, SODIUM DEHYDROACETATE, SODIUM HYALURONATE, TOCOPHEROL, CHLORHEXIDINE DIGLUCONATE, GLYCYRRHETINIC ACID, PUNICA GRANATUM EXTRACT, HELIANTHUS ANNUUS SEED OIL, SORBITAN OLEATE, ASCORBYL PALMITATE, TOCOPHERYL ACETATE..",Cilt Bakımı
9373,Bailleul Dermatoloji Apaisac Purifying Cream - Anti-Imperfection,"AQUA (WATER), DIMETHICONE, BUTYROSPERMUM PARKII (SHEA) BUTTER, GLYCERIN, CYCLOPENTASILOXANE, C10-18 TRIGLYCERIDES, NYLON-12, C14- 22 ALCOHOLS, CETEARYL ALCOHOL, ACACIA SENEGAL GUM, BUTYLENE GLYCOL, SALICYLIC ACID, CYCLOHEXASILOXANE, POLYSILICONE-11, CAPRYLYL GLYCOL, GLYCERYL STEARATE, PEG-100 STEARATE, MICROCRYSTALLINE CELLULOSE, C12-20 ALKYL GLUCOSIDE, CETEARYL GLUCOSIDE, POLYACRYLATE-13, PENTYLENE GLYCOL, PEUMUS BOLDUS LEAF EXTRACT, DIMETHICONE/PEG-10/15 CROSSPOLYMER, HYDROXYPROPYL STARCH PHOSPHATE, TOCOPHERYL ACETATE, POLYISOBUTENE, CAPRYLHYDROXAMIC ACID, CITRIC ACID, PARFUM (FRAGRANCE), CELLULOSE GUM, POLYSORBATE 20, SORBITAN ISOSTEARATE, XANTHAN GUM, SODIUM HYALURONATE, DIPROPYLENE GLYCOL, SODIUM CITRATE, TOCOPHEROL.",Cilt Bakımı
9374,Bailleul Dermatoloji Apaisac Soothing Anti-Redness Cream,"AQUA (WATER), LINUM USITATISSIMUM (LINSEED) SEED OIL, BUTYROSPERMUM PARKII (SHEA) BUTTER, COCO-CAPRYLATE/CAPRATE, CYCLOPENTASILOXANE, METHYL METHACRYLATE CROSSPOLYMER, GLYCERIN, PROPANEDIOL DICAPRYLATE, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, CYCLOHEXASILOXANE, ISONONYL ISONONANOATE, SODIUM PCA, PENTYLENE GLYCOL, CAPRYLYL GLYCOL, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ETHYLHEXYLGLYCERIN, POLYGLYCERYL-3 OLEATE, SODIUM HYALURONATE, PARAFFINUM LIQUIDUM (MINERAL OIL), SILICA, MICA, CAPRYLHYDROXAMIC ACID, T-BUTYL ALCOHOL, DISODIUM EDTA, ROSMARINYL GLUCOSIDE, CAFFEYL GLUCOSIDE, GALLYL GLUCOSIDE, CITRIC ACID, SORBITAN ISOSTEARATE, POLYSORBATE 60, CHRYSANTHELLUM INDICUM EXTRACT, TOCOPHEROL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, LECITHIN, ASCORBYL PALMITATE, GLYCERYL STEARATE, GLYCERYL OLEATE, CI 77891 (TITANIUM DIOXIDE).",Cilt Bakımı
9375,Barbaris Total Eye Care Serum,"Aqua, Caffeine, Propylene Glycol, Phenethyl Alcohol, Niacinamide, 1.2-Hexanediol, Glycerin, Hydroxyethylcellulose 3-0-Ethyl Ascorbic Acid. Sorbitol, Trehalose, Urea, Butylene Glycol, Inulin, PEG-7 Glyceryl Cocoate, Pentylene Glycol, Xanthan Gum, Serine, Centella Asiatica Flower/Leaf/Stem Extract, Sodium Acetate, Asparagopsis Armata Extract. Citric Acid, Hydrolyzed Collagen, Sodium PCA, Fructose, Polianthes Tuberosa Extract, Isopropyl Alcohol, Sodium Hyaluronate, Ascophyllum Nodosum Extract. Algin, Caprylyl Glycol, Chrysan- Thellum Indicum Extract, Erythritol, Pullulan, Carrageen- An, Cellulose, Phenoxyethanol, Acetylated Sodium Hyaluronate, Ceramide NP. Sodium Hyaluronate Crosspoly- Sodium Hydrolyzed Mer, Hyaluronate, Ethylhexylglycerin, Betaine, Sodium Benzoate",Cilt Bakımı
9376,Barulab 530 S-Peptide Ampoule Yaşlanma Karşıtı Peptit Ampülü x,"Propolis Extract (85.3%), Glycerin, Butylene Glycol, Niacinamide, 1, 2-Hexanediol, Water, Betaine, Sodium Carbomer, Ethylexylglycerin, Centaurea Cyanus Flower Extract, Borago Officinalis Extract, Chamomilla Recutita (Matricaria) Flower Extract, Allantoin, Panthenol, Polyglyceryl-10 Laurate, Hyacinthus Orientalis (Hyacinth) Extract, Lavandula Angustifolia (Lavender) Flower Extract, Salvia Sclarea (Clary) Extract, Adenosine, Disodium EDTA, Acrylate s/C10-30 Alkyl Acrylate Crosspolymer, Sodium Polyacrylate, Hydroxyethylcellulose, Tocopherol, Honey Extract, Salix Alba (Willow) Bark Extract, Beta-Glucan, Centella Asiatica Extract, Lecithin, Lactobacillus/Soybean Ferment Extract, Camellia Sinensis Leaf Extract, Polysorbate 20, Aphanothece Sacrum Polysaccharide, Copper Tripeptide-1 (1, 5ppb), Sodium Ascorbyl Phospate, Acetyl Hexapeptide-8 (5ppb), Glutathione, Oligopeptide-29(1, 5ppb), Olipopeptide-3(0, 4ppb), Palmitoyl Pentapeptide-4(0, 15ppb), Palmitoyl Tripeptide-1(0, 15ppb), Oligopeptide-6(0, 1ppb), Fragrance",Cilt Bakımı
9377,Barulab 10- Hyaluron Blue Aqua Gel Cream,"Aqua/Water, Butylene Glycol, Glycerin, 1, 2-Hexanediol, Methyl Trimethicone, Betaine, Trehalose, Vinyl Dimethicone, Phenyl Trimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Ethylhexylglycerin, Sorbitan Isostearate, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Disodium EDTA, Panthenol, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Ocimum Sanctum Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Melaleuca Alternifolia (tea Tree) Leaf Extract, Sodium Hyaluronate, Aspalathus Linearis Extract, Chamomilla Recutita (Matricaria) Flower Extract, Centaurea Cyanus Flower Extract, Camellia Sinensis Leaf Extract, Hibiscus Sabdariffa Flower Extract, Oenothera Biennis (evening Primrose) Flower Extract, Pinus Palustris Leaf Extract, Pueraria Lobata Root Extract, Ulmus Davidiana Root Extract, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Guaiazulene, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate.",Cilt Bakımı
