product_no,product_name,ingredients,category
9378,Barulab 10-Hyaluron Blue Aqua Cleansing Gel,"Aqua/Water, Glycerin, Disodium Cocoyl Glutamate, Disodium Cocoamphodiacetate, Dipropylene Glycol, Coco-Betaine, Sodium Chloride, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, Hydroxypropyl Starch Phosphate, Citric Acid, 1, 2-Hexanediol, Caprylyl Glycol, Sodium Methyl Oleoyl Taurate, Melia Azadirachta Leaf Extract, Hexylene Glycol, Melia Azadirachta Flower Extract, Disodium EDTA, Coccinia Indica Fruit Extract, Aloe Barbadensis Flower Extract, Solanum Melongena (Eggplant) Fruit Extract, Ocimum Sanctum Leaf Extract, Butylene Glycol, Panthenol, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Decyl Glucoside, Coco-Glucoside, Lavandula Angustifolia (Lavender) Flower Extract, Sodium Hyaluronate, Melaleuca Alternifolia (tea Tree) Leaf Extract, Eucalyptus Globulus Leaf Extract, Melissa Officinalis Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Origanum Vulgare Leaf Extract, Pelargonium Graveolens Extract, Borago Officinalis Extract, Chamomilla Recutita (Matricaria) Flower Extract, Centaurea Cyanus Flower Extract, Hyacinthus Orientalis (Hyacinth) Extract, Salvia Sclarea (Clary) Extract, Oenothera Biennis (evening Primrose) Flower Extract, Pinus Palustris Leaf Extract, Pueraria Lobata Root Extract, Ulmus Davidiana Root Extract, Ethylhexylglycerin, Hydroxypropyltrimonium Hyaluronate, Guaiazulene, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate",Cilt Bakımı
9379,Barulab AHA-BHA Exfoliating Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Allantoin, Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Cupressus Sempervirens Oil, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Caprylyl Glycol, Tartaric Acid (10ppm), Betaine Salicylate (10ppm)",Cilt Bakımı
9380,Barulab Aloe Soothing Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Aloe Ferox Leaf Extract (1, 000ppm), Allantoin, Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Olea Europaea (Olive) Fruit Oil, Caprylyl Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Canarium Luzonicum Gum Nonvolatiles, Cupressus Sempervirens Oil",Cilt Bakımı
9381,Barulab Bakuchiol + Peptide Eye Serum,"Aqua, GLYCERIN, DIPROPYLENE GLYCOL, HYDROGENATED POLY(C6-14 OLEFIN), CYCLOHEXASILOXANE, NIACINAMIDE, CETEARYL ALCOHOL, POLYGLYCERYL-10 LAURATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLIC/CAPRIC/SUCCINIC TRIGLYCERIDE, DICAPRYLYL CARBONATE, GLYCERYL STEARATE SE, CETYL ALCOHOL, POLYGLYCERYL-10 MYRISTATE, BUTYROSPERMUM PARKII BUTTER, 1, 2-HEXANEDIOL, PENTAERYTHRITYL TETRAETHYLHEXANOATE, POLYACRYLATE-13, DIMETHICONE, BETAINE, CETEARYL OLIVATE, HYDROXYACETOPHENONE, SORBITAN OLIVATE, SODIUM STEAROYL GLUTAMATE, HYDROGENATED POLYISOBUTENE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, VINYL DIMETHICONE, ECLIPTA PROSTRATA EXTRACT, ETHYLHEXYLGLYCERIN, XANTHAN GUM, ADENOSINE, ETHYLHEXYL PALMITATE, MELIA AZADIRACHTA LEAF EXTRACT, DISODIUM EDTA, SORBITAN ISOSTEARATE, PARFUM, MELIA AZADIRACHTA FLOWER EXTRACT, COCCINIA INDICA FRUIT EXTRACT, MYRISTYL ALCOHOL, STEARYL ALCOHOL, MORINGA OLEIFERA SEED OIL, ALOE BARBADENSIS FLOWER EXTRACT, SOLANUM MELONGENA FRUIT EXTRACT, SIMMONDSIA CHINENSIS SEED OIL, CURCUMA LONGA ROOT EXTRACT, CORALLINA OFFICINALIS EXTRACT, OCIMUM SANCTUM LEAF EXTRACT, BAKUCHIOL, ACETYL HEXAPEPTIDE-8, HEXAPEPTIDE-9, NONAPEPTIDE-1, PALMITOYL PENTAPEPTIDE-4, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7, HEXYL CINNAMAL, BENZYL ALCOHOL",Cilt Bakımı
9382,Barbaris 4D Hyaluron Serum,"Aqua, Niacinamide, Phenethyl Alcohol, Propylene Glycol, Inulin, Glycerin, l2-Hexanediol, Panthenol, Hydroxyethylcellulose Trehalose, Urea, PEG-7 Glyceryl Pentylene Cocoate, Glycol, Fructose, Xanthan Gum, Serine, Sodium PCA, Sodium Acetate, Hydrolyzed Collagen, Triethan- Olamine, Sodium Hyaluronate, Erythritol, Vitis Vinifera Flower Cell Extract, Carrageenan, Algin, Caprylyl Glycol, Isopropy! Alcohol, Pullulan, Sodium Acetylated Hyaluronate, DNA, Cellulose, Sodium Hyaluronate Crosspolymer, Ceramide NP. Hydrolyzed Phenoxyethanol, Sodium Hyaluronate, Ethylhexy- Sodium Iglycerin, Carbomer, Benzoate",Cilt Bakımı
9383,Barulab Expert Repair Salve Cream,"Water, Dipropylene Glycol, Polyglyceryl-2 Stearate, Glyceryl Stearate, Stearyl Alcohol, Cetearyl Alcohol, Glycerin, Cetyl Ethylhexanoate, Phenyl Trimethicone, Octyldodecanol, Ribes Nigrum (black Currant) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lysine, Phenylalanine, Valine, Leucine, Isoleucine, Threonine, Methionine, Histidine, Arginine, Glycine, Sericin, Proline, Tyrosine, Cysteine, Alanine, Aspartic Acid, Glutamic Acid, Niacinamide, Synthetic Beeswax, Caprylic/Capric Triglyceride, Hippophae Rhamnoides Fruit Oil, Hydroxyacetophenone, Betaine Salicylate, Allantoin, Madecassoside, Asiaticoside, Dextrin, Ethylhexylglycerin, Adenosine, Disodium EDTA, Propanediol, Hydrolyzed Pea Protein, Phytosterols, Lecithin, Olea Europaea (Olive) Fruit Oil, Squalane, Butyrospermum Parkii (Shea) Butter, Ceramide NP",Cilt Bakımı
9384,Barulab Collagen + Caffeine Eye Serum,"Aqua, GLYCERIN, DIPROPYLENE GLYCOL, HYDROGENATED POLY(C6-14 OLEFIN), CYCLOHEXASILOXANE, NIACINAMIDE, CETEARYL ALCOHOL, POLYGLYCERYL-10 LAURATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLIC/CAPRIC/SUCCINIC TRIGLYCERIDE, DICAPRYLYL CARBONATE, GLYCERYL STEARATE SE, CETYL ALCOHOL, POLYGLYCERYL-10 MYRISTATE, BUTYROSPERMUM PARKII BUTTER, 1, 2-HEXANEDIOL, PENTAERYTHRITYL TETRAETHYLHEXANOATE, POLYACRYLATE-13, BETAINE, CETEARYL OLIVATE, HYDROXYACETOPHENONE, SORBITAN OLIVATE, SODIUM STEAROYL GLUTAMATE, HYDROGENATED POLYISOBUTENE, VINYL DIMETHICONE, ETHYLHEXYLGLYCERIN, XANTHAN GUM, ADENOSINE, ETHYLHEXYL PALMITATE, DISODIUM EDTA, ECLIPTA PROSTRATA EXTRACT, SORBITAN ISOSTEARATE, PARFUM, MELIA AZADIRACHTA LEAF EXTRACT, MYRISTYL ALCOHOL, STEARYL ALCOHOL, MORINGA OLEIFERA SEED OIL, SOLUBLE COLLAGEN, CAFFEINE",Cilt Bakımı
9385,Barulab Cica Repairing Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Allantoin, Centella Asiatica Extract(1, 000ppm), Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Citrus Tangerina (Tangerine) Peel Oil, Caprylyl Glycol, Artemisia Absinthium Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Juniperus Mexicana Oil, Chamomilla Recutita (Matricaria) Flower Oil, Lavandula Angustifolia (Lavender) Oil",Cilt Bakımı
9386,Barulab Galvanic Dark Spot Serum,"Purified Water, Butylene Glycol, Glycerin, Glycereth-26, Niacinamide, 1, 2-Hexanediol, Ammonium Acryloyldimethyltaurate/Vpicopolymer, Sodium Polyacryloyldimethyltaurate, Ethanol, Lady'S Mantle Extract, Yarrow Extract, Lemon Balm Leaf Extract, Peppermint Leaf Extract, Mallow Extract, Sulfate Primrose Extract, Speedwell Extract, Ethylhexylglycerin, Polyglyceryl-10 Laurate, Xanthan Gum, Adenosine, Disodium Edta, Seaweed Dill Extract, Sodium Hydroxide",Cilt Bakımı
9387,Barulab GreenTea Balancing Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Camellia Sinensis Leaf Extract (1, 700ppm), Carbomer, Arginine, Hydroxyethylcellulose, Allantoin, Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Citrus Nobilis (mandarin Orange) Oil, Caprylyl Glycol, Citrus Limon (Lemon) Fruit Extract, Eucalyptus Globulus Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Pinus Palustris Oil",Cilt Bakımı
9388,Barulab GreenTea Hydro Calming Sun Cream,"Aqua, Dibutyl Adipate, Propanediol, Polymethylsilsesquioxane, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Niacinamide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, Butylene Glycol, 1, 2-Hexanediol, Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Adenosine, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Tocopherol, Curcuma Longa Root Extract, Xanthan Gum, Ceramide Np, Camellia Sinensis Seed Oil, Corallina Officinalis Extract, Salicornia Herbacea Extract, Allantoin, T-Butyl Alcohol, Beta-Glucan, Camellia Sinensis Leaf Extract, Adansonia Digitata Seed Oil, Betaine, Panthenol, Madecassoside, Houttuynia Cordata Extract, Ocimum Sanctum Leaf Extract, Centella Asiatica Extract, Caprylic/Capric Triglyceride, Hydrolyzed Hyaluronic Acid",Güneş Bakımı
9389,Barulab Hyaluron Hydrating Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Allantoin, Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Citrus Limon (Lemon) Fruit Extract, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Sodium Hyaluronate (50ppm), Caprylyl Glycol, Citrus Nobilis (mandarin Orange) Oil, Zingiber Officinale (Ginger) Root Oil",Cilt Bakımı
9390,Barulab OilBiome Perfect Clear Cleansing Oil,"Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate, Dicaprylyl Ether, Sorbitan Sesquioleate, Fragrance, Prunus Amygdalus Dulcis (sweet Almond) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Oil",Makyaj
9391,Barulab Rice Makgeolli Probio Yeast Cream In Mask,"Aqua, DIPROPYLENE GLYCOL, BUTYLENE GLYCOL, GLYCERIN, NIACINAMIDE, 1, 2-HEXANEDIOL, ISOPENTYLDIOL, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, CETYLETHYLHEXANOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERYL STEARATE SE, CARBOMER, PANTHENOL, TREHALOSE, TROMETHAMINE, XANTHAN GUM, ETHYLHEXYLGLYCERIN, ADENOSINE, DISODIUM EDTA, PARFUM, ORYZA SATIVA BRAN WATER, ORYZA SATIVA EXTRACT, ARBUTIN, HYDROGENATED LECITHIN, LACTOBACILLUS FERMENT LYSATE, CHOLESTEROL, STREPTOCOCCUSTHERMOPHILUS FERMENT, LACTOBACILLUS/MILK FERMENT FILTRATE, CERAMIDE NP, SACCHAROMYCES FERMENT LYSATE FILTRATE, LACTOCOCCUS FERMENT LYSATE, BIFIDA FERMENTLYSATE, GALACTOMYCES FERMENT FILTRATE.",Cilt Bakımı
9392,Barulab Rice Makgeolli Probio Yeast Cream in Essence,"Aqua, GLYCERIN, PROPANEDIOL, SQUALANE, CAPRYLIC/CAPRIC/SUCCINIC TRIGLYCERIDE, ORYZA SATIVA BRAN WATER, NIACINAMIDE, 1, 2-HEXANEDIOL, HYDROXYACETOPHENONE, DIPHENYLDIMETHICONE, TRIETHYLHEXANOIN, POLYGLYCERYL-10 LAURATE, HYDROGENATED LECITHIN, ETHYLHEXYLGLYCERIN, ADENOSINE, PARFUM, XANTHAN GUM, DISODIUM EDTA, SODIUM CITRATE, CITRIC ACID, BUTYLENE GLYCOL, GALACTOMYCES FERMENT FILTRATE, LACTOBACILLUS FERMENTLYSATE, LACTOBACILLUS/MILK FERMENT FILTRATE, STREPTOCOCCUS THERMOPHILUS FERMENT, SACCHAROMYCES FERMENT LYSATE FILTRATE, BIFIDA FERMENT LYSATE, LACTOCOCCUS FERMENTLYSATE, OLEA EUROPAEA FRUIT OIL, BUTYROSPERMUM PARKII BUTTER, CAPRYLIC/CAPRICTRIGLYCERIDE, CHOLESTEROL, CERAMIDE NP, PHYTOSPHINGOSINE.",Cilt Bakımı
9393,Barulab Peptinosine Firming Glow Cream,"Purified Water, Propanediol, Butylene Glycol, Shea Butter, Glycerin, Hydrogenated Poly(C6-14 Olefin), Diisostearyl Maleate, Squalane, Glyceryl Stearate, 1, 2-Hexanediol, Bis -diglyceryl Polyacyl Adipate-2, Cetearyl Alcohol, Niacinamide, Peg-100 Stearate, Caprylic/Capric Triglyceride, Dimethicone, Peg-30 Dipolyhydroxystearate, Sodium Polyacrylate, Polyacrylamide, C13-14 Isoparaffin, Fragrance, Ethylhexyl Glycerin, Vitamin Tree Fruit Oil, Adenosine, Laureth-7, Caprylyl Glycol, Disodium Edta, Acetyl Hexapeptide-8",Cilt Bakımı
9394,Barulab Peptide Anti Wrinkle Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Allantoin, Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Adenosine, Disodium EDTA, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Citrus Limon (Lemon) Fruit Extract, Caprylyl Glycol, Hydrolyzed Vegetable Protein (10ppm), Melaleuca Alternifolia (tea Tree) Leaf Oil, Citrus Paradisi (Grapefruit) Peel Oil, Geranium Maculatum Oil, Maltodextrin, Rosmarinus Officinalis (Rosemary) Leaf Oil",Cilt Bakımı
9395,Barulab Teatree Anti Blemish Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Melaleuca Alternifolia (tea Tree) Leaf Extract (1, 000ppm), Allantoin, Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Citrus Tangerina (Tangerine) Peel Oil, Caprylyl Glycol, Artemisia Absinthium Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Juniperus Mexicana Oil, Chamomilla Recutita (Matricaria) Flower Oil",Cilt Bakımı
9396,Barulab Vitamin C + Niacinamide Brightening Eye Serum,"Water, Glycerin, Dipropylene Glycol, Hydrogenated Poly(C6-14 Olefin), Cyclohexasiloxane, Niacinamide, Cetearyl Alcohol, Polyglyceryl-10 Laurate, Caprylic/Capric Triglyceride, Caprylic/Capric/Succinic Triglyceride, Dicaprylyl Carbonate, Glyceryl Stearate SE, Cetyl Alcohol, Polyglyceryl-10 Myristate, Butyrospermum Parkii (Shea) Butter, 1, 2-Hexanediol, Pentaerythrityl Tetraethylhexanoate, Polyacrylate-13, Betaine, Cetearyl Olivate, Hydroxyacetophenone, Sorbitan Olivate, Sodium Stearoyl Glutamate, Hydrogenated Polyisobutene, Vinyl Dimethicone, Ethylhexylglycerin, Xanthan Gum, Adenosine, Ethylhexyl Palmitate, Melia Azadirachta Flower Extract, Disodium EDTA, Ocimum Sanctum Leaf Extract, Sorbitan Isostearate, Melia Azadirachta Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Fragrance, Corallina Officinalis Extract, Myristyl Alcohol, Stearyl Alcohol, Ascorbic Acid, Limonene.",Cilt Bakımı
9397,Barulab Olive Moisturizing Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Allantoin, Olea Europaea (Olive) Fruit Extract (1, 000ppm), Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Caprylyl Glycol, Citrus Nobilis (mandarin Orange) Oil, Citrus Limon (Lemon) Fruit Extract, Eucalyptus Globulus Leaf Oil, Juniperus Mexicana Oil, Lavandula Angustifolia (Lavender) Oil, Pinus Palustris Oil",Cilt Bakımı
9398,Barulab Vitamin C Brightening Mask,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, Niacinamide, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyethylcellulose, Allantoin, Coptis Japonica Root Extract, Schizandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Citrus Limon (Lemon) Fruit Extract, Magnesium Ascorbyl Phosphate (50ppm), Caprylyl Glycol, Melaleuca Alternifolia (tea Tree) Leaf Oil, Citrus Paradisi (Grapefruit) Peel Oil, Geranium Maculatum Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil",Cilt Bakımı
9399,Bebak Aloe Vera Nemlendirici El ve Vücut Kremi,"Aqua, Petrolatum, Glyceryl Stearate, Cyclopentasiloxane, Paraffinum Liquidum, CetearylAlcohol, Ceteareth-20, Phenoxyethanol, Carbomer, Triethanolamine, Ceteareth-12, Cetyl Palmitate, Parfum, Aloe Barbadensis Leaf Juice, Ethylhexylglycerin, Citric Acid, Potassium Sorbate, SodiumBenzoate, Citronellol, Eugenol, Geraniol, Linalool.",Cilt Bakımı
9400,Barulab Zinc 11.9% Trouble Rescue Cream,"Water, Zinc Oxide, Cetyl Ethylhexanoate, 1, 2-Hexanediol, Propanediol, Cetearyl Alcohol, Sodium Polyacryloyldimethyl Taurate, Polyglyceryl-4 Caprate, Cetearyl Olivate, Hydrogenated Polydecene, Triethoxycaprylylsilane, Polyglyceryl-3 Methylglucose Distearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Olivate, Simethicone, Polyglyceryl-3 Polyricinoleate, Glyceryl Stearate, Hydroxyethylcellulose, Trideceth-10, Caprylhydroxamic Acid, Sorbitan Isostearate, Panthenol, Butylene Glycol, Centella Asiatica Extract, Salicylic Acid, Silica, Melaleuca Alternifolia (tea Tree) Leaf Extract, Caprylyl Glycol.",Cilt Bakımı
9401,Barulab SheaButter Nourishing Mask,"Water.Glycerin.Dipropyiene Glycol, Butytene Glycol, 1 .2—Hexanediol.C.arbemer, Arginine, I-tyaroxyetnycewio Se, Allantorn.Butyrospermum Parkii (shea Butter) Extract (1, 000ppm), Coptis Japonica Root Extract, Schizandra Chinensis Fr Uit Extract, Gtycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root ExtractCamellia Sinensis Leaf Extract Xanthan Gurri, Ethythexyigtycerin, Disodium EDTA, Polyglycery1-1 0 Myristate, Polyglycery1-10 Laurate, Caprytyl GlycolCitrus Nobilis (mandarin Orange) Oil, Citrus Limon (Lemon) Fruit Extract, Eucalyptus Globules Leaf 011, Juniperus Mexicana Oillava Nduta Angustifolia (Lavender) 011, Pinus Palustris Oil",Cilt Bakımı
9402,Bebak Nemlendirici El Ve Vücut Kremi Çay Ağacı Yağı,"Aqua, Paraffinum Liquidum, Glyceryl Stearate, Petrolatum, Cetearyl Alcohol, Ceteareth-20, Triethanolamine, Phenoxyethanol, Ethylhexylglycerin, Carbomer, Cyclopentasiloxane, Ceteareth-12, Cetyl Palmitate, Parfum, Melaleuca Alternifolia Leaf Oil, Citral, Citronellol, Limonene, Geraniol, Hexyl Cinnamal, Linalool.",Cilt Bakımı
9403,Bebak Panthenol Köpük Sprey,"Aqua, Panthenol, Butane, Cetearyl Alcohol, Isobutane, Isopropyl Myristate, Propane, Glyceryl Stearate, Paraffinum Liquidum, Glycerin, Cyclopentasiloxane, Phenoxyethanol, Ceteareth-20, Ceteareth-12, Cetyl Palmitate, Aloe Barbadensis Leaf Juice, Ethylhexylglycerin, Citric Acid, Allantoin, Potassium Sorbate, Sodium Benzoate.",Güneş Bakımı
9404,Bebak Pharma AHA+BHA Gözenek Sıkılaştırıcı - Arındırıcı Tonik,"Aqua, Glycolic Acid, Sodium Hydroxide, Propylene Glycol, Panthenol, Inulin, Fructose, 1, 2-Hexanediol, Parfum, Coceth-7, PPG-1-PEG-9 Lauryl Glycol Ether, PEG-40 Hydrogenated Castor Oil, Glycerin, Tetrasodium EDTA, Copper PCA, Citric Acid, Lactic Acid, Malic Acid, Gluconic Acid, Ascorbic Acid, Salicylic Acid, Tartaric Acid, Sodium Hyaluronate, Castanea Sativa Leaf Extract, Ceramide NP, PEG-7 Glyceryl Cocoate, Ethylhexylglycerin, Benzyl Alcohol, Phenoxyethanol.",Cilt Bakımı
9405,Bebak Pharma Ceramide+ Peptide + Hyaluron Serum,"Aqua, Propanediol, Propylene Glycol, C13-15 Alkane, Glycerin, Cetearyl Isononanoate, Sodium Polyacrylate, Cetearyl Alcohol, Ceteareth-20, 1, 2-Hexanediol, Hydrogenated Polydecene, Acmella Oleracea Extract, Glyceryl Stearate, Pentylene Glycol, Rosa Canina Fruit Oil, Trehalose, Urea, Serine, Algin, Sodium PCA, Sodium Lauroyl Lactylate, Lactobacillus Ferment Lysate, Erythritol, Chondrus Crispus Powder, Trideceth-6, Ceteareth-12, Cetyl Palmitate, C11-15-Isoalkanes, Glyceryl Polyacrylate, Caprylyl Glycol, Ethylhexylglycerin, Pullulan, Xanthan Gum, Phytosphingosine, Ceramide NP, Ceramide AP, Ceramide EOP, Sorbic Acid, Cholesterol, Carbomer, Acetyl Hexapeptide-8, Disodium Phosphate, Potassium Phosphate, Butylene Glycol, Glucose, Chondrus Crispus Extract, Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Benzyl Alcohol, Benzoic Acid.",Cilt Bakımı
9406,Bebak Pharma Gözenek Sıkılaştırıcı Nemlendirici Yüz Temizleme Köpüğü,"Aqua, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Parfum, Glycerin, C12-13 Pareth-9, Sodium Chloride, Tetrasodium EDTA, Panthenol, Ethylhexylglycerin, Citric Acid, Benzophenone-4, Polyquaternium-10, Butylene Glycol, Sodium Acetate, Isopropyl Alcohol, Ecklonia Cava Extract, Hizikia Fusiforme Extract, Codium Tomentosum Extract, Gelidium Cartilagineum Extract, Centella Asiatica Extract, Sodium Hyaluronate, Phenoxyethanol, Sodium Benzoate, CI 42090, CI 19140.",Cilt Bakımı
9407,Bebak Pharma Kafein ve C vitamini İçeren Göz Çevresi Serumu,"Aqua, Propylene Glycol, Pentylene Glycol, Caffeine, Xanthan Gum, Zinc PCA, Niacinamide, 1, 2-Hexanediol, 3-O-Ethyl Ascorbic Acid, Sorbitol, PEG-7 Glyceryl Cocoate, Glycerin, Trehalose, Urea, Serine, Algin, Tetrasodium EDTA, Sodium PCA, Lactobacillus Ferment Lysate, Centella Asiatica Flower/Leaf/Stem Extract, Asparagopsis Armata Extract, Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Glyceryl Polyacrylate, Caprylyl Glycol, Pullulan, Erythritol, Ascophyllum Nodosum Extract, Chondrus Crispus Powder, Rosa Damascena Flower Water, Rosa Damascena Flower Oil, Ceramide NP, Citric Acid, Disodium Phosphate, Potassium Phosphate, Ethylhexylglycerin, Benzyl Alcohol, Sorbic Acid, Phenoxyethanol, Benzoic Acid.",Cilt Bakımı
